cust,ma_fem_dv,ages,zon_hlv
M871844921,여성,30대,Z10
M871851436,여성,50대,Z10
M871980468,남성,40대,Z11
M872049894,여성,50대,Z10
M872071600,남성,20대,Z01
M872093961,여성,50대,Z10
M872147557,남성,70대,Z17
M872160599,남성,40대,Z17
M872182722,남성,40대,Z10
M872225862,남성,60대,Z16
M872247730,여성,20대,Z04
M872249283,여성,40대,Z15
M872274105,여성,30대,Z17
M872315816,남성,50대,Z10
M872385441,남성,30대,Z08
M872435771,여성,40대,Z15
M872444303,여성,40대,Z10
M872461934,남성,40대,Z09
M872469007,남성,50대,Z13
M872519384,남성,60대,Z11
M872525831,여성,50대,Z14
M872600826,여성,30대,Z04
M872708029,남성,30대,Z12
M872731189,남성,40대,Z06
M872732589,여성,30대,Z06
M872736235,여성,50대,Z10
M872771333,여성,40대,Z16
M872785955,여성,30대,Z04
M872851029,여성,40대,Z06
M872919890,남성,70대,Z17
M872997601,여성,40대,Z06
M872998933,여성,40대,Z10
M873027016,여성,50대,Z17
M873044482,여성,30대,Z11
M873051914,여성,50대,Z05
M873057982,남성,30대,Z06
M873074625,여성,40대,Z10
M873091473,여성,30대,Z11
M873101792,여성,40대,Z17
M873102835,여성,40대,Z16
M873132378,여성,30대,Z11
M873143522,여성,30대,Z10
M873162939,여성,40대,Z17
M873196528,남성,30대,Z17
M873224987,여성,30대,Z06
M873237110,여성,40대,Z10
M873252470,여성,30대,Z10
M873291493,여성,60대,Z04
M873343192,여성,40대,Z17
M873417779,여성,30대,Z09
M873469774,여성,40대,Z12
M873536282,여성,40대,Z17
M873561887,남성,70대,Z16
M873601380,여성,40대,Z02
M873631393,남성,30대,Z06
M873643690,여성,30대,Z12
M873662975,남성,50대,Z10
M873686011,남성,40대,Z13
M873738498,여성,30대,Z09
M873779359,여성,30대,Z16
M873803129,여성,40대,Z07
M873837852,여성,40대,Z09
M873983448,여성,50대,Z15
M874022069,여성,30대,Z12
M874056383,여성,40대,Z17
M874089965,여성,20대,Z17
M874111000,여성,20대,Z10
M874146912,여성,40대,Z17
M874236909,여성,30대,Z10
M874250710,여성,40대,Z12
M874272148,여성,40대,Z17
M874280200,여성,60대,Z10
M874280816,남성,20대,Z10
M874282358,여성,60대,Z10
M874295509,여성,30대,Z04
M874332268,여성,40대,Z16
M874334700,여성,40대,Z13
M874355958,남성,40대,Z17
M874366454,남성,50대,Z17
M874369394,여성,30대,Z10
M874385675,여성,20대,Z09
M874389601,남성,50대,Z06
M874394118,남성,50대,Z11
M874529441,남성,40대,Z16
M874547109,여성,40대,Z10
M874555628,여성,40대,Z17
M874559923,여성,50대,Z17
M874688107,남성,40대,Z17
M874688302,여성,50대,Z17
M874744108,여성,40대,Z17
M874775230,여성,40대,Z11
M874806029,남성,30대,Z16
M874987328,남성,40대,Z03
M875058846,여성,40대,Z14
M875129277,여성,60대,Z13
M875137625,여성,60대,Z17
M875246507,남성,20대,Z06
M875247933,남성,40대,Z16
M875283764,남성,30대,Z09
M875290433,여성,30대,Z05
M875310630,여성,40대,Z10
M875321567,남성,30대,Z14
M875336772,여성,30대,Z16
M875355042,남성,20대,Z05
M875360230,남성,20대,Z10
M875473768,남성,40대,Z17
M875533080,여성,20대,Z06
M875547696,여성,50대,Z17
M875573532,남성,60대,Z17
M875594997,남성,30대,Z10
M875627875,남성,60대,Z14
M875634302,남성,50대,Z10
M875636428,여성,30대,Z13
M875650154,여성,50대,Z16
M875653668,여성,60대,Z17
M875654411,남성,60대,Z01
M875719603,여성,20대,Z10
M875728305,여성,30대,Z11
M875728834,여성,20대,Z10
M875769588,여성,30대,Z17
M875775398,여성,20대,Z10
M875807687,여성,30대,Z11
M875833606,남성,30대,Z08
M875888198,여성,30대,Z10
M875897947,여성,40대,Z10
M875899064,여성,20대,Z10
M875924189,여성,40대,Z04
M875941154,여성,20대,Z14
M875953608,여성,20대,Z03
M875953637,여성,20대,Z04
M875977353,여성,30대,Z17
M875981310,남성,40대,Z10
M875982977,남성,50대,Z03
M875985903,여성,40대,Z08
M876008711,여성,40대,Z10
M876017974,여성,30대,Z17
M876022752,여성,30대,Z10
M876035066,여성,50대,Z17
M876053921,남성,20대,Z10
M876101498,여성,30대,Z17
M876106977,여성,50대,Z03
M876132139,여성,30대,Z11
M876173001,남성,20대,Z04
M876180939,여성,60대,Z16
M876228286,여성,40대,Z11
M876231497,남성,30대,Z16
M876247265,여성,40대,Z11
M876264376,여성,30대,Z12
M876279391,여성,40대,Z17
M876322891,남성,60대,Z04
M876382623,여성,60대,Z10
M876414551,남성,20대,Z10
M876427880,여성,20대,Z10
M876509271,남성,60대,Z17
M876597272,남성,30대,Z17
M876601614,여성,50대,Z17
M876623426,남성,60대,Z04
M876678692,남성,30대,Z14
M876765561,여성,60대,Z17
M876772491,남성,40대,Z10
M876777646,여성,50대,Z17
M876804519,여성,20대,Z05
M876816770,여성,50대,Z10
M876819489,남성,70대,Z13
M876821366,여성,50대,Z11
M876864202,여성,70대,Z10
M876872149,여성,20대,Z06
M876946506,여성,30대,Z10
M876973245,여성,40대,Z16
M877053386,여성,50대,Z04
M877075401,여성,20대,Z10
M877099348,여성,30대,Z10
M877144025,여성,40대,Z10
M877189588,여성,40대,Z11
M877199044,여성,50대,Z13
M877205923,남성,50대,Z17
M877208952,여성,60대,Z10
M877279459,여성,50대,Z14
M877283668,여성,40대,Z17
M877312421,여성,30대,Z16
M877320652,남성,20대,Z10
M877331117,남성,40대,Z09
M877344557,여성,50대,Z10
M877386391,남성,40대,Z08
M877474708,남성,60대,Z02
M877500146,여성,20대,Z17
M877570822,여성,20대,Z10
M877633548,여성,20대,Z10
M877786205,남성,50대,Z08
M877794172,여성,30대,Z10
M877800754,남성,40대,Z17
M877842498,여성,40대,Z10
M877858201,여성,40대,Z12
M877868633,여성,30대,Z11
M877888706,남성,30대,Z17
M877890908,남성,50대,Z01
M877896122,남성,40대,Z13
M877913520,남성,60대,Z04
M877914431,여성,40대,Z10
M877931136,여성,40대,Z10
M877941328,여성,30대,Z17
M877956501,여성,60대,Z10
M877965402,여성,40대,Z14
M878005440,여성,40대,Z10
M878006770,여성,50대,Z04
M878057463,여성,60대,Z04
M878157246,여성,20대,Z17
M878181490,남성,30대,Z13
M878206907,여성,40대,Z17
M878280800,여성,40대,Z16
M878345406,남성,40대,Z17
M878364274,여성,60대,Z10
M878374847,여성,50대,Z10
M878382472,여성,20대,Z10
M878393604,여성,50대,Z13
M878446479,여성,30대,Z17
M878451163,여성,30대,Z10
M878484991,여성,40대,Z04
M878489584,여성,40대,Z10
M878499891,여성,50대,Z14
M878595157,여성,20대,Z17
M878607257,여성,40대,Z17
M878626074,남성,60대,Z14
M878666476,여성,40대,Z04
M878679584,여성,60대,Z17
M878728925,여성,20대,Z17
M878734583,여성,40대,Z13
M878888152,남성,40대,Z17
M878922415,남성,50대,Z12
M878949431,남성,40대,Z10
M878999323,여성,50대,Z10
M879013037,여성,50대,Z11
M879070128,여성,40대,Z17
M879083969,남성,40대,Z16
M879094374,여성,50대,Z10
M879158762,여성,40대,Z17
M879174682,여성,40대,Z10
M879178108,남성,40대,Z02
M879181625,여성,50대,Z10
M879390695,남성,50대,Z17
M879409821,여성,40대,Z17
M879420309,여성,30대,Z03
M879495989,남성,50대,Z10
M879529000,여성,60대,Z11
M879537010,여성,40대,Z17
M879544163,남성,70대,Z17
M879552236,여성,40대,Z03
M879618350,여성,40대,Z11
M879627449,남성,40대,Z12
M879675211,여성,40대,Z16
M879752239,여성,70대,Z10
M879756449,여성,60대,Z16
M879837127,여성,40대,Z10
M879862824,여성,50대,Z17
M879880393,여성,40대,Z17
M879909921,남성,50대,Z17
M879926865,남성,30대,Z17
M879940341,여성,40대,Z08
M879947946,여성,50대,Z06
M879959668,여성,60대,Z04
M879969481,남성,70대,Z17
M879997200,여성,40대,Z10
M880027996,여성,40대,Z10
M880029153,남성,40대,Z16
M880037822,여성,40대,Z17
M880051991,남성,40대,Z11
M880120348,여성,40대,Z10
M880126303,남성,50대,Z10
M880130941,여성,40대,Z10
M880141198,남성,40대,Z17
M880153287,여성,40대,Z03
M880153798,남성,30대,Z10
M880164025,여성,20대,Z17
M880441749,여성,60대,Z08
M880443854,남성,40대,Z16
M880538991,여성,20대,Z10
M880561839,여성,20대,Z05
M880596290,여성,50대,Z10
M880615283,남성,20대,Z17
M880624072,여성,30대,Z10
M880636982,여성,50대,Z14
M880666460,여성,50대,Z17
M880710822,여성,30대,Z10
M880714788,여성,40대,Z08
M880792131,여성,50대,Z05
M880872023,남성,40대,Z11
M880914357,남성,40대,Z13
M880923523,여성,50대,Z06
M880940229,여성,40대,Z09
M881011861,여성,20대,Z04
M881022819,여성,30대,Z17
M881060104,남성,50대,Z14
M881193956,남성,50대,Z10
M881213571,남성,30대,Z16
M881243178,여성,70대,Z17
M881254957,여성,30대,Z04
M881264127,여성,40대,Z16
M881287104,여성,60대,Z10
M881291370,남성,40대,Z17
M881295041,남성,60대,Z11
M881320381,남성,60대,Z03
M881415845,남성,30대,Z17
M881438231,여성,20대,Z17
M881467455,여성,40대,Z17
M881536546,여성,20대,Z17
M881548242,여성,40대,Z17
M881567680,여성,20대,Z08
M881608637,여성,30대,Z09
M881628471,남성,20대,Z10
M881632603,여성,40대,Z17
M881636222,여성,50대,Z06
M881649001,남성,40대,Z04
M881653362,남성,40대,Z10
M881690256,여성,30대,Z09
M881694013,남성,50대,Z12
M881773568,여성,30대,Z10
M881776901,여성,30대,Z10
M881786838,여성,20대,Z14
M881874557,여성,40대,Z17
M881886702,여성,20대,Z17
M881915286,남성,70대,Z17
M881941494,여성,20대,Z17
M881956156,여성,40대,Z08
M882021300,여성,40대,Z07
M882026568,남성,40대,Z10
M882048938,남성,40대,Z15
M882049817,여성,30대,Z17
M882066252,여성,40대,Z16
M882166723,여성,50대,Z13
M882187967,여성,30대,Z17
M882239029,여성,30대,Z16
M882288340,여성,70대,Z03
M882410644,여성,20대,Z11
M882463469,남성,20대,Z14
M882477591,남성,50대,Z17
M882479545,여성,40대,Z10
M882581412,여성,30대,Z10
M882615760,여성,50대,Z09
M882619715,여성,30대,Z06
M882681439,여성,60대,Z17
M882691235,남성,30대,Z10
M882710590,여성,50대,Z11
M882719849,여성,50대,Z10
M882726174,남성,40대,Z17
M882732523,남성,40대,Z04
M882748710,여성,60대,Z17
M882759324,여성,40대,Z17
M882850042,여성,30대,Z09
M882870672,여성,50대,Z17
M882924142,남성,40대,Z10
M882928202,여성,40대,Z01
M882933851,여성,30대,Z05
M882955788,여성,40대,Z10
M882966531,여성,40대,Z10
M883040926,남성,20대,Z17
M883132889,남성,40대,Z10
M883134225,여성,40대,Z10
M883161193,여성,30대,Z10
M883168799,여성,50대,Z13
M883184438,여성,30대,Z15
M883237798,남성,40대,Z14
M883312961,여성,20대,Z17
M883336495,여성,40대,Z17
M883342186,여성,40대,Z13
M883362285,여성,50대,Z01
M883449921,여성,40대,Z10
M883450604,여성,30대,Z17
M883468911,여성,50대,Z17
M883558803,여성,50대,Z17
M883563097,남성,40대,Z10
M883566250,여성,50대,Z08
M883621292,남성,60대,Z17
M883654095,남성,50대,Z10
M883734585,여성,20대,Z10
M883777065,남성,40대,Z17
M883794183,여성,40대,Z12
M883898474,여성,30대,Z08
M883899235,남성,50대,Z17
M883933436,여성,30대,Z04
M883968289,여성,70대,Z17
M883974704,남성,40대,Z03
M884060666,여성,50대,Z17
M884088540,여성,50대,Z03
M884116963,남성,50대,Z07
M884128283,여성,20대,Z11
M884195533,남성,20대,Z17
M884221667,여성,30대,Z15
M884264010,여성,20대,Z04
M884319322,여성,50대,Z08
M884370898,여성,30대,Z17
M884450474,여성,30대,Z04
M884456148,여성,40대,Z10
M884487053,여성,50대,Z11
M884488646,여성,30대,Z17
M884489725,여성,30대,Z14
M884509832,여성,30대,Z10
M884547180,남성,60대,Z17
M884571118,남성,50대,Z10
M884622960,남성,30대,Z16
M884655059,여성,50대,Z10
M884842725,남성,40대,Z10
M884929335,남성,40대,Z17
M884930985,여성,30대,Z10
M884944053,여성,50대,Z17
M884944683,남성,40대,Z10
M884947330,남성,40대,Z17
M884949110,여성,40대,Z05
M884950615,여성,30대,Z09
M884962425,남성,50대,Z13
M884965132,남성,50대,Z17
M884976506,여성,50대,Z06
M885052625,남성,20대,Z10
M885085265,여성,30대,Z17
M885134616,남성,60대,Z10
M885168044,여성,50대,Z16
M885278507,남성,40대,Z03
M885357002,여성,30대,Z10
M885411918,여성,50대,Z11
M885528088,여성,30대,Z17
M885546737,남성,40대,Z10
M885558444,여성,40대,Z11
M885576752,여성,70대,Z04
M885604367,여성,20대,Z04
M885604954,남성,40대,Z04
M885648853,여성,70대,Z10
M885651029,여성,40대,Z10
M885655793,여성,40대,Z14
M885661325,남성,30대,Z10
M885672661,여성,20대,Z08
M885697155,여성,50대,Z14
M885724919,여성,40대,Z04
M885786886,여성,60대,Z09
M885790187,여성,50대,Z16
M885795370,여성,40대,Z04
M885816297,여성,20대,Z17
M885819285,남성,50대,Z10
M885880137,여성,40대,Z11
M885896900,여성,40대,Z07
M885933846,남성,20대,Z16
M885943495,여성,30대,Z12
M885957221,남성,40대,Z17
M886019794,여성,40대,Z17
M886073518,여성,30대,Z07
M886185991,여성,40대,Z12
M886197980,여성,60대,Z10
M886214020,남성,50대,Z10
M886244263,남성,40대,Z10
M886256918,남성,50대,Z17
M886263720,여성,50대,Z17
M886276010,여성,40대,Z12
M886307028,여성,40대,Z10
M886320292,여성,40대,Z10
M886367278,여성,30대,Z12
M886376934,여성,30대,Z13
M886405620,남성,30대,Z16
M886436888,여성,40대,Z03
M886446661,남성,40대,Z09
M886482606,남성,50대,Z10
M886521425,여성,40대,Z10
M886666548,남성,50대,Z17
M886713561,여성,60대,Z17
M886716967,여성,50대,Z06
M886721743,여성,50대,Z16
M886730332,여성,50대,Z11
M886755587,남성,30대,Z17
M886767994,여성,40대,Z10
M886828027,여성,40대,Z10
M886850263,여성,40대,Z14
M886908065,남성,30대,Z17
M886923095,여성,40대,Z17
M886996318,여성,50대,Z15
M887172086,여성,70대,Z10
M887200697,남성,50대,Z05
M887280967,여성,40대,Z17
M887340708,여성,20대,Z12
M887342537,여성,30대,Z09
M887410511,남성,30대,Z17
M887441758,남성,70대,Z17
M887488479,여성,40대,Z15
M887559632,여성,30대,Z15
M887587210,남성,30대,Z10
M887639461,여성,40대,Z16
M887644071,남성,40대,Z17
M887731347,여성,40대,Z17
M887743244,여성,30대,Z17
M887801736,남성,30대,Z10
M887821493,여성,20대,Z17
M887830621,남성,60대,Z05
M887848586,여성,20대,Z16
M887849308,남성,50대,Z17
M887888419,남성,30대,Z10
M887894650,남성,30대,Z01
M887928642,남성,30대,Z11
M887930048,남성,30대,Z16
M888032572,여성,50대,Z10
M888071933,여성,40대,Z14
M888156269,여성,20대,Z16
M888167499,여성,40대,Z17
M888187074,여성,40대,Z17
M888188632,남성,50대,Z10
M888324603,남성,30대,Z17
M888347597,남성,40대,Z04
M888369859,남성,30대,Z10
M888464284,남성,20대,Z10
M888468407,남성,40대,Z11
M888537525,남성,50대,Z01
M888599290,남성,40대,Z01
M888601961,여성,30대,Z17
M888628631,여성,30대,Z17
M888650773,남성,40대,Z10
M888719167,남성,50대,Z11
M888751034,여성,30대,Z16
M888778868,여성,30대,Z10
M888823450,여성,50대,Z04
M888824164,남성,30대,Z11
M888863349,여성,50대,Z15
M888877881,여성,40대,Z10
M888878435,남성,30대,Z10
M888903605,여성,50대,Z12
M888936758,여성,20대,Z17
M888986405,여성,50대,Z08
M889012804,남성,40대,Z17
M889019287,여성,50대,Z03
M889224269,남성,30대,Z14
M889270569,여성,50대,Z09
M889321303,여성,40대,Z12
M889332603,여성,60대,Z17
M889382778,여성,50대,Z10
M889383678,남성,50대,Z16
M889388520,남성,40대,Z12
M889402251,남성,30대,Z17
M889517267,여성,60대,Z05
M889534994,남성,40대,Z10
M889573489,여성,60대,Z15
M889588959,여성,40대,Z10
M889623692,여성,40대,Z02
M889633596,여성,60대,Z10
M889718092,남성,40대,Z17
M889749820,남성,40대,Z10
M889781794,남성,50대,Z02
M889794868,남성,40대,Z08
M889813818,여성,30대,Z10
M889837254,여성,50대,Z13
M889849444,여성,50대,Z08
M889851437,여성,50대,Z14
M889879833,여성,20대,Z17
M889926131,여성,40대,Z13
M889927793,남성,20대,Z09
M889933238,남성,60대,Z10
M889975840,여성,40대,Z16
M889998476,남성,30대,Z06
M890006771,여성,60대,Z10
M890008634,남성,50대,Z05
M890043915,여성,40대,Z17
M890101712,여성,30대,Z17
M890133998,여성,60대,Z17
M890145062,남성,40대,Z10
M890145320,남성,30대,Z17
M890167749,여성,40대,Z10
M890172570,여성,20대,Z11
M890231252,여성,40대,Z04
M890280911,여성,50대,Z17
M890312898,여성,50대,Z12
M890420828,여성,60대,Z10
M890441410,여성,20대,Z15
M890497982,남성,30대,Z10
M890510477,여성,30대,Z16
M890518929,여성,30대,Z04
M890569559,여성,20대,Z17
M890580332,여성,40대,Z12
M890581813,여성,40대,Z06
M890628256,여성,40대,Z03
M890638632,여성,40대,Z17
M890659106,남성,40대,Z08
M890673712,남성,30대,Z17
M890726099,남성,30대,Z17
M890774585,여성,30대,Z17
M890779842,남성,40대,Z17
M890785925,남성,30대,Z17
M890796676,여성,30대,Z03
M890826660,여성,50대,Z13
M890853907,여성,40대,Z17
M890915237,여성,30대,Z17
M890915453,여성,20대,Z17
M890943165,여성,40대,Z10
M890955110,남성,30대,Z17
M890963503,남성,20대,Z16
M891006568,여성,60대,Z11
M891090417,남성,40대,Z10
M891110948,여성,60대,Z16
M891114004,남성,40대,Z15
M891116958,여성,20대,Z12
M891148895,여성,20대,Z16
M891182270,여성,40대,Z10
M891185785,남성,20대,Z01
M891210417,여성,40대,Z11
M891211197,남성,50대,Z10
M891228692,여성,30대,Z16
M891238856,여성,40대,Z17
M891243731,여성,30대,Z10
M891255271,여성,60대,Z05
M891303333,여성,50대,Z10
M891307633,여성,60대,Z06
M891311849,남성,30대,Z16
M891352903,남성,30대,Z05
M891455035,여성,20대,Z15
M891487158,남성,50대,Z08
M891510784,남성,40대,Z16
M891546412,남성,20대,Z10
M891584748,여성,40대,Z16
M891655255,여성,30대,Z10
M891673192,여성,30대,Z11
M891713620,남성,30대,Z17
M891743414,여성,50대,Z10
M891749880,여성,50대,Z10
M891767512,남성,40대,Z10
M891821290,여성,50대,Z11
M891879680,여성,60대,Z10
M891882983,남성,30대,Z10
M892017086,남성,50대,Z10
M892024238,여성,40대,Z17
